transaction_id,user_id,date,amount,merchant,category,mcc,status
2190,18,2025-08-13,29.79,Рекреационные_и_спортивные_лагеря_Store_71,Рекреационные и спортивные лагеря,7032,not green
2191,35,2025-07-09,109.16,Settle_Inn_Store_94,Settle Inn,3809,not green
2192,50,2025-10-19,546.03,Nigeria_Airways_Store_78,,3045,not green
2193,30,2025-11-06,83.62,Государственные_лотереи_(кроме_США)_Store_68,Государственные лотереи (кроме США),9406,not green
2194,34,2025-08-10,1208.48,"Агентства_по_трудоустройству,_временные_справочные_службы_Store_55","Агентства по трудоустройству, временные справочные службы",7361,not green
2195,42,2025-07-26,605.37,_Action_Auto_Rental_Store_15, Action Auto Rental,3354,not green
2196,11,2025-11-17,2122.13,Retail_Internet_Volume_Store_100,Retail Internet Volume,5297,not green
2197,27,2025-07-12,2621.43,"Авиалинии,_авиакомпании_Store_37","Авиалинии, авиакомпании",3138,not green
2198,24,2025-07-06,697.53,_National_Car_Rental_Store_31, National Car Rental,3393,not green
2199,35,2025-08-23,183.84,"Клубы_–_загородные_клубы,_членство_(отдых,_спорт),_частные_поля_для_гольфа_Store_39","Клубы – загородные клубы, членство (отдых, спорт), частные поля для гольфа",7997,green
2200,39,2025-09-26,63.15,Флористика_Store_16,Флористика,5992,green
2201,8,2025-06-07,75.88,Air_Mauritius_Store_7,Air Mauritius,3298,not green
2202,18,2025-07-24,2358.2,"Авиалинии,_авиакомпании_Store_31","Авиалинии, авиакомпании",3249,not green
2203,13,2025-10-07,74.33,Веломагазины_–_продажа_и_обслуживание_Store_54,Веломагазины – продажа и обслуживание,5940,green
2204,45,2025-11-19,266.55,Боулинг_Store_82,Боулинг,7933,not green
2205,24,2025-09-28,1101.9,МастерФон_телефонные_услуги_–_Ежемесячное_составление_телефонных_счетов_Store_80,,4815,not green
2206,23,2025-11-20,137.86,Nation_Air_Store_59,Nation Air,3172,not green
2207,12,2025-09-14,1236.65,Агентства_по_прокату_автомобилей_-_нигде_более_не_классифицированные_Store_9,Агентства по прокату автомобилей - нигде более не классифицированные,7512,green
2208,49,2025-07-17,310.35,Novotel_Hotels_Store_15,Novotel Hotels,3642,not green
2209,30,2025-10-01,411.64,Guyana_Airways_Store_64,,3200,not green
2210,31,2025-10-19,248.18,_Insurance_Rent-a-car_Store_77, Insurance Rent-a-car,3429,not green
2211,28,2025-09-27,132.03,Публичные_поля_для_гольфа_Store_69,Публичные поля для гольфа,7992,green
2212,22,2025-10-28,662.7,"Компьютерные_сети,_информационные_услуги_Store_3","Компьютерные сети, информационные услуги",4816,not green
2213,44,2025-09-26,585.63,Skyways_Store_81,Skyways,3226,not green
2214,28,2025-06-21,692.75,"Экосистемы,_для_которых_НСПК_определила_специфические_MCC_Store_66","Экосистемы, для которых НСПК определила специфические MCC",3994,not green
2215,13,2025-10-15,912.81,, Brooks Rent-a-car,3353,not green
2216,25,2025-06-26,216.16,"Авиалинии,_авиакомпании_Store_31","Авиалинии, авиакомпании",3110,not green
2217,44,2025-06-09,585.34,Агентства_по_аренде_автомобилей_Store_92,Агентства по аренде автомобилей,3401,not green
2218,46,2025-06-15,819.05,Автобусные_линии_Store_19,Автобусные линии,4131,green
2219,7,2025-06-10,502.33,Iberia_Store_38,Iberia,3102,not green
2220,45,2025-09-30,221.01,Harvey/bristol_Hotels_Store_55,Harvey/bristol Hotels,3734,not green
2221,6,2025-09-29,477.02,"Авиалинии,_авиакомпании_Store_1","Авиалинии, авиакомпании",3134,not green
2222,24,2025-10-03,45.36,Spanair_Store_79,Spanair,3097,not green
2223,19,2025-11-17,487.15,Агентства_по_прокату_автомобилей_-_нигде_более_не_классифицированные_Store_46,Агентства по прокату автомобилей - нигде более не классифицированные,7512,green
2224,19,2025-08-11,109.84,Автоматические_заправочные_станции_Store_31,Автоматические заправочные станции,5542,not green
2225,36,2025-10-30,340.57,Лимузины_и_такси_Store_74,Лимузины и такси,4121,green
2226,9,2025-07-19,219.92,Сельскохозяйственные_кооперативы_Store_54,,763,green
2227,48,2025-11-01,350.9,Дистанционные_школы_Store_24,Дистанционные школы,8241,not green
2228,36,2025-08-30,70.77,Sonesta_Hotels_Store_86,Sonesta Hotels,3591,not green
2229,38,2025-07-07,676.73,Категория_неизвестна_Store_86,Категория неизвестна,8664,not green
2230,40,2025-08-07,831.1,"Авиалинии,_авиакомпании_Store_11","Авиалинии, авиакомпании",3118,not green
2231,29,2025-07-20,125.74,Агентства_по_аренде_автомобилей_Store_68,Агентства по аренде автомобилей,3406,not green
2232,24,2025-10-30,85.61,Различные_услуги_-_нигде_более_не_классифицированные_Store_47,Различные услуги - нигде более не классифицированные,7299,not green
2233,48,2025-06-19,134.5,Curio_Hotels_Store_9,Curio Hotels,3832,not green
2234,5,2025-09-08,702.13,_Interent_Rent-a-car_Store_68, Interent Rent-a-car,3438,not green
2235,42,2025-07-30,312.81,British_Midland_Store_70,British Midland,3111,not green
2236,45,2025-11-14,272.43,Protea_Hotels_Store_65,Protea Hotels,3719,not green
2237,26,2025-08-28,287.67,Стоматологические_и_медицинские_лаборатории_Store_65,Стоматологические и медицинские лаборатории,8071,not green
2238,14,2025-10-24,170.89,Агентства_по_аренде_автомобилей_Store_71,Агентства по аренде автомобилей,3363,not green
2239,39,2025-10-25,466.13,Rantasipi_Hotels_Store_3,Rantasipi Hotels,3674,not green
2240,29,2025-11-11,1521.28,Услуги_пассажирских_перевозок_–_нигде_более_не_классифицированные_Store_50,Услуги пассажирских перевозок – нигде более не классифицированные,4789,not green
2241,6,2025-11-30,136.64,Auberge_Des_Governeurs_Store_61,Auberge Des Governeurs,3549,not green
2242,7,2025-08-08,623.98,Cayman_Airways_Store_6,Cayman Airways,3228,not green
2243,37,2025-11-22,316.65,_USA_Rent-a-car_Store_82, USA Rent-a-car,3434,not green
2244,18,2025-07-19,314.07,_American_Intl_Rent-a-car_Store_50, American Intl Rent-a-car,3352,not green
2245,23,2025-09-16,1325.68,"Авиалинии,_авиакомпании_Store_48","Авиалинии, авиакомпании",3109,not green
2246,44,2025-11-08,899.74,Sun_Country_Airlines_Store_33,Sun Country Airlines,3069,not green
2247,38,2025-09-27,337.15,"Авиалинии,_авиакомпании_Store_96",,3158,not green
2248,1,2025-10-27,846.25,Информационно-поисковые_услуги_Store_3,Информационно-поисковые услуги,7375,not green
2249,4,2025-10-28,59.98,"Складское_хранение_общественного_пользования_–сельскохозяйственных_продуктов,_охлаждаемые_продукты,_хранение_предметов_домашнего_обихода_Store_46","Складское хранение общественного пользования –сельскохозяйственных продуктов, охлаждаемые продукты, хранение предметов домашнего обихода",4225,not green
2250,44,2025-11-23,37.19,Scandic_Hotels_Store_9,Scandic Hotels,3655,not green
2251,47,2025-07-07,165.51,Reso_Hotels_Store_45,Reso Hotels,3635,not green
2252,35,2025-10-21,122.29,Сельскохозяйственные_кооперативы_Store_31,Сельскохозяйственные кооперативы,763,green
2253,23,2025-11-10,262.54,Флористика_Store_94,Флористика,5992,green
2254,27,2025-11-07,1046.69,,St. Regis Hotel,3745,not green
2255,26,2025-06-11,271.3,"Отели,_мотели,_курорты_Store_81","Отели, мотели, курорты",3776,not green
2256,8,2025-10-16,855.83,Embassy_Hotels_Store_14,Embassy Hotels,3652,not green
2257,43,2025-08-17,836.94,Строительные_материалы_–_нигде_более_не_классифицированные_Store_99,Строительные материалы – нигде более не классифицированные,5039,not green
2258,16,2025-08-16,0.7084459906771492,Turkish_Airlines_Store_75,Turkish Airlines,3047,not green
2259,41,2025-10-31,686.63,"Экосистемы,_для_которых_НСПК_определила_специфические_MCC_Store_95","Экосистемы, для которых НСПК определила специфические MCC",3994,not green
2260,3,2025-06-02,1095.89,Curio_Hotels_Store_97,Curio Hotels,3832,not green
2261,32,2025-08-03,1174.85,"Аренда_оборудования_и_лизинговые_услуги,_аренда_мебели,_прокат_инструментов_Store_43","Аренда оборудования и лизинговые услуги, аренда мебели, прокат инструментов",7394,not green
2262,5,2025-07-05,309.42,Mexicana_Store_18,Mexicana,3023,not green
2263,20,2025-06-07,374.04,_Snappy_Car_Rental_Store_6, Snappy Car Rental,3360,not green
2264,14,2025-08-24,399.32,Начальная_и_средняя_школы_Store_46,Начальная и средняя школы,8211,green
2265,32,2025-10-24,321.42,"Отели,_мотели,_курорты_Store_70","Отели, мотели, курорты",3576,not green
2266,26,2025-08-06,124.0,"Экосистемы,_для_которых_НСПК_определила_специфические_MCC_Store_44","Экосистемы, для которых НСПК определила специфические MCC",3999,not green
2267,47,2025-07-12,155.7,Государственные_лотереи_(только_США)_Store_83,Государственные лотереи (только США),7800,not green
2268,6,2025-09-26,648.07,"Отели,_мотели,_курорты_Store_23",,3554,not green
2269,36,2025-10-03,303.98,"Пассажирские_перевозки_-_пригородные_и_местные_пригородные_рейсы,_включая_паромы_Store_100","Пассажирские перевозки - пригородные и местные пригородные рейсы, включая паромы",4111,green
2270,40,2025-11-14,391.43,Продажа_электронного_оборудования_Store_88,Продажа электронного оборудования,5732,not green
2271,5,2025-11-16,1055.01,Affinia_Store_60,Affinia,3817,not green
2272,13,2025-06-24,381.98,"Спортивная_одежда,_одежда_для_верховой_езды_и_езды_на_мотоцикле_Store_90","Спортивная одежда, одежда для верховой езды и езды на мотоцикле",5655,green
2273,32,2025-07-16,112.94,Hoteles_Melia_Store_62,Hoteles Melia,3548,not green
2274,16,2025-06-19,3216.35,,Welesley Inns,3748,not green
2275,1,2025-08-07,262.82,Ритуальные_услуги_и_крематории_Store_24,Ритуальные услуги и крематории,7261,not green
2276,13,2025-09-10,248.05,Магазины_художественных_и_ремесляных изделий_Store_18,Магазины художественных и ремесляных изделий,5970,not green
2277,11,2025-07-12,471.12,Агентства_по_аренде_автомобилей_Store_9,Агентства по аренде автомобилей,3363,not green
2278,8,2025-07-02,307.67,Bally’s_Hotel_And_Casino_Store_92,Bally’s Hotel And Casino,3728,not green
2279,25,2025-11-14,333.03,Железные_дороги_–_перевозка_грузов_Store_100,Железные дороги – перевозка грузов,4011,green
2280,40,2025-09-17,200.59,Arabella_Hotels_Store_59,Arabella Hotels,3511,not green
2281,32,2025-07-06,935.87,Peabody_Hotels_Store_5,Peabody Hotels,3752,not green
2282,24,2025-09-05,1083.39,"Принадлежности_для_флористов,_питомник_и_цветы_Store_38","Принадлежности для флористов, питомник и цветы",5193,green
2283,28,2025-11-11,2185.54,Air_Cal_Store_26,Air Cal,3073,not green
2284,14,2025-10-09,2532.85,"Авиалинии,_авиакомпании_Store_6","Авиалинии, авиакомпании",3126,not green
2285,45,2025-08-12,49.15,"Отели,_мотели,_курорты_Store_26","Отели, мотели, курорты",3676,not green
2286,3,2025-10-14,652.91,Туристические_агентства_и_организаторы_экскурсий_Store_6,Туристические агентства и организаторы экскурсий,4722,not green
2287,36,2025-09-05,108.6,Аптеки_Store_41,Аптеки,5912,green
2288,27,2025-10-01,1285.16,Cp_Hotels_Store_40,Cp Hotels,3529,not green
2289,20,2025-08-09,490.18,Агентства_по_аренде_автомобилей_Store_66,Агентства по аренде автомобилей,3382,not green
2290,47,2025-11-16,171.05,"Спортивная_одежда,_одежда_для_верховой_езды_и_езды_на_мотоцикле_Store_51","Спортивная одежда, одежда для верховой езды и езды на мотоцикле",5655,green
2291,15,2025-06-13,113.96,Air_Algerie_Store_70,Air Algerie,3021,not green
2292,27,2025-07-19,184.43,Sandman_Hotels_Store_61,Sandman Hotels,3573,not green
2293,45,2025-07-30,158.75,Агентства_по_аренде_автомобилей_Store_33,Агентства по аренде автомобилей,3404,not green
2294,41,2025-10-08,1342.09,"Канцелярия,_офисные_сопутствующие_товары,_бумага_для_печатания_и_письма_Store_5","Канцелярия, офисные сопутствующие товары, бумага для печатания и письма",5111,not green
2295,28,2025-06-05,381.22,"Пополнение_небанковских_предоплаченных_карт,_счетов_Store_97","Пополнение небанковских предоплаченных карт, счетов",6540,not green
2296,25,2025-11-19,131.18,Knights_Inns_Store_83,Knights Inns,3660,not green
2297,42,2025-06-27,542.65,Singapore_Airlines_Store_25,Singapore Airlines,3075,not green
2298,44,2025-11-07,532.99,Harrah’s_Hotels_And_Casinos_Store_37,Harrah’s Hotels And Casinos,3731,not green
2299,46,2025-10-27,312.62,"Авиалинии,_авиакомпании_Store_46","Авиалинии, авиакомпании",3224,not green
2300,33,2025-06-08,1244.64,Aero_Coach_Aviation_Store_100,Aero Coach Aviation,3287,not green
2301,46,2025-07-20,645.98,British_Airways_Store_7,British Airways,3005,not green
2302,14,2025-08-06,596.49,,"Отели, мотели, курорты",3578,not green
2303,8,2025-07-14,57.83,Автоматические_заправочные_станции_Store_43,Автоматические заправочные станции,5542,not green
2304,48,2025-10-03,261.49,Услуги_пассажирских_перевозок_–_нигде_более_не_классифицированные_Store_35,Услуги пассажирских перевозок – нигде более не классифицированные,4789,not green
2305,14,2025-07-28,711.87,Веломагазины_–_продажа_и_обслуживание_Store_16,Веломагазины – продажа и обслуживание,5940,green
2306,1,2025-06-03,535.7,Broadmoor_Hotel_Store_48,Broadmoor Hotel,3727,not green
2307,16,2025-08-25,403.04,Doubletree_Hotels_Store_56,Doubletree Hotels,3692,not green
2308,18,2025-08-09,739.35,Агентства_по_прокату_автомобилей_-_нигде_более_не_классифицированные_Store_52,Агентства по прокату автомобилей - нигде более не классифицированные,7512,green
2309,7,2025-10-08,583.24,"Отели,_мотели,_курорты_Store_96","Отели, мотели, курорты",3680,not green
2310,15,2025-11-19,831.91,VLM_Airlines_Store_57,VLM Airlines,3131,not green
2311,24,2025-06-02,551.45,"Отели,_мотели,_курорты_Store_50","Отели, мотели, курорты",3632,not green
2312,49,2025-09-10,796.44,"Экосистемы,_для_которых_НСПК_определила_специфические_MCC_Store_44","Экосистемы, для которых НСПК определила специфические MCC",3994,not green
2313,13,2025-07-05,757.38,"Отели,_мотели,_курорты_Store_24",,3765,not green
2314,9,2025-09-06,371.01,Grand_Sierra_Resort_Store_64,Grand Sierra Resort,3823,not green
2315,15,2025-06-30,391.08,Аптеки_Store_89,Аптеки,5912,green
2316,35,2025-09-24,435.95,"Авиалинии,_авиакомпании_Store_64","Авиалинии, авиакомпании",3115,not green
2317,24,2025-06-08,116.24,Delta_Store_48,Delta,3058,not green
2318,33,2025-10-28,86.07,,"Отели, мотели, курорты",3561,not green
2319,16,2025-07-14,667.59,The_Registry_Hotels_Store_35,The Registry Hotels,3702,not green
2320,8,2025-07-06,704.37,Colorado_Belle/Edgewater_Resort_Store_11,Colorado Belle/Edgewater Resort,3736,not green
2321,29,2025-08-16,393.23,Crowne_Plaza_Hotels_Store_94,Crowne Plaza Hotels,3750,not green
2322,23,2025-07-01,575.68,"Отели,_мотели,_курорты_Store_55","Отели, мотели, курорты",3775,not green
2323,45,2025-07-17,777.71,,"Магазины, торгующие по сниженным ценам",5310,not green
2324,31,2025-07-25,623.68,Магазины_художественных_и_ремесляных изделий_Store_56,Магазины художественных и ремесляных изделий,5970,not green
2325,40,2025-09-14,706.62,Услуги_садоводства_и_ландшафтного_дизайна_Store_78,Услуги садоводства и ландшафтного дизайна,780,green
2326,49,2025-11-05,110.38,Прямой_маркетинг_–_страховые_услуги_Store_24,Прямой маркетинг – страховые услуги,5960,not green
2327,14,2025-09-29,2091.89,Alaska_Airlines_Inc._Store_70,Alaska Airlines Inc.,3256,not green
2328,30,2025-07-25,557.44,"Экосистемы,_для_которых_НСПК_определила_специфические_MCC_Store_38","Экосистемы, для которых НСПК определила специфические MCC",3992,not green
2329,39,2025-10-22,1028.28,Husa_Hotels_Store_42,Husa Hotels,3647,not green
2330,27,2025-06-12,723.84,"Секонд-хенды,_магазины_б/у_товаров,_комиссионки_Store_14","Секонд-хенды, магазины б/у товаров, комиссионки",5931,green
2331,47,2025-10-23,143.91,Sokos_Hotels_Store_11,Sokos Hotels,3586,not green
2332,16,2025-10-22,203.09,Air_New_Zealand_Limited_International_Store_42,Air New Zealand Limited International,3025,not green
2333,6,2025-10-18,238.68,Boca_Raton_Resort_Store_85,Boca Raton Resort,3733,not green
2334,33,2025-10-14,1272.68,Оборудование_для_водопровода_и_отопительной_системы_Store_38,Оборудование для водопровода и отопительной системы,5074,not green
2335,44,2025-06-03,154.08,"Кровельные_и_сайдинговые_работы,_обработка_листового_металла_Store_40","Кровельные и сайдинговые работы, обработка листового металла",1761,not green
2336,18,2025-10-22,115.24,"Авиалинии,_авиакомпании_Store_58","Авиалинии, авиакомпании",3291,not green
2337,16,2025-06-30,619.71,"Отели,_мотели,_курорты_Store_78","Отели, мотели, курорты",3580,not green
2338,12,2025-06-23,2327.99,Royce_Hotels_Store_92,Royce Hotels,3704,not green
2339,20,2025-08-31,173.88,"Отели,_мотели,_курорты_Store_55","Отели, мотели, курорты",3735,not green
2340,45,2025-09-23,1691.78,Westin_Hotels_Store_22,Westin Hotels,3513,not green
2341,40,2025-09-12,850.96,"Гражданские,_социальные_и_братские_ассоциации_Store_89","Гражданские, социальные и братские ассоциации",8641,not green
2342,29,2025-09-26,264.66,"Авиалинии,_авиакомпании_Store_57","Авиалинии, авиакомпании",3107,not green
2343,30,2025-06-05,107.49,"Магазины,_торгующие_по_сниженным_ценам_Store_45","Магазины, торгующие по сниженным ценам",5310,not green
2344,26,2025-09-12,287.93,Начальная_и_средняя_школы_Store_58,Начальная и средняя школы,8211,green
2345,22,2025-09-16,182.9,Pullman_International_Hotels_Store_6,Pullman International Hotels,3519,not green
2346,33,2025-08-04,1339.86,Автошины_Store_94,Автошины,5532,not green
2347,39,2025-09-29,390.16,"Авиалинии,_авиакомпании_Store_46","Авиалинии, авиакомпании",3214,not green
2348,47,2025-06-30,652.8,Государственные_услуги_-_нигде_более_не_классифицированные_Store_79,Государственные услуги - нигде более не классифицированные,9399,not green
2349,29,2025-10-27,657.02,Парикмахерские_и_салоны_красоты_Store_56,Парикмахерские и салоны красоты,7230,not green
2350,22,2025-08-23,212.75,"Авиалинии,_авиакомпании_Store_36","Авиалинии, авиакомпании",3135,not green
2351,45,2025-10-28,433.65,Air_British_Columbia_Store_82,Air British Columbia,3071,not green
2352,13,2025-07-02,1097.95,"Прокат_домиков_на_колесах,_аксессуары_к_наземному_транспорту._Store_8","Прокат домиков на колесах, аксессуары к наземному транспорту.",7519,not green
2353,9,2025-11-08,373.91,"Пассажирские_перевозки_-_пригородные_и_местные_пригородные_рейсы,_включая_паромы_Store_10","Пассажирские перевозки - пригородные и местные пригородные рейсы, включая паромы",4111,green
2354,24,2025-06-16,309.28,"Отели,_мотели,_курорты_Store_86","Отели, мотели, курорты",3578,not green
2355,15,2025-07-08,804.58,Embassy_Suites_Store_82,Embassy Suites,3695,not green
2356,36,2025-10-20,109.93,"Компьютеры,_периферийное_компьютерное_оборудование,_программное_обеспечение_Store_52","Компьютеры, периферийное компьютерное оборудование, программное обеспечение",5045,not green
2357,13,2025-07-06,44.55,"Театральные_продюсеры_(кроме_кинофильмов),_билетные_агентства_Store_47","Театральные продюсеры (кроме кинофильмов), билетные агентства",7922,not green
2358,27,2025-10-29,538.09,Благотворительные_организации_и_социальные_службы_-_сбор_средств_Store_66,Благотворительные организации и социальные службы - сбор средств,8398,not green
2359,44,2025-09-22,1123.69,"Агентства_по_трудоустройству,_временные_справочные_службы_Store_96","Агентства по трудоустройству, временные справочные службы",7361,not green
2360,37,2025-08-05,2444.99,Bally’s_Hotel_And_Casino_Store_87,Bally’s Hotel And Casino,3728,not green
2361,7,2025-09-13,490.92,Sarova_Hotels_Store_21,Sarova Hotels,3636,not green
2362,8,2025-08-24,919.86,National_Banks_(RCL_Internal)_Store_4,National Banks (RCL Internal),6025,not green
2363,37,2025-06-02,1507.35,Прямой_маркетинг_–_другие_торговые_точки_прямого_маркетинга_(нигде_более_не_классифицированные)_Store_19,Прямой маркетинг – другие торговые точки прямого маркетинга (нигде более не классифицированные),5969,not green
2364,41,2025-08-14,416.3,Omni_Hotels_Store_78,Omni Hotels,3592,not green
2365,14,2025-08-06,212.46,Промышленное_оборудование_–нигде_более_не_классифицированное_Store_87,Промышленное оборудование –нигде более не классифицированное,5085,not green
2366,12,2025-11-27,191.69,"Авиалинии,_авиакомпании_Store_57","Авиалинии, авиакомпании",3155,not green
2367,36,2025-10-29,300.47,_Alamo_Rent-a-car_Store_5, Alamo Rent-a-car,3387,not green
2368,40,2025-11-01,1718.81,Автобусные_линии_Store_17,Автобусные линии,4131,green
2369,17,2025-07-25,1024.8,,Азартные игры в интернете (только США),7801,not green
2370,40,2025-06-06,324.21,Агентства_по_аренде_автомобилей_Store_31,,3358,not green
2371,29,2025-11-10,1401.9,Прямой_маркетинг_–_страховые_услуги_Store_100,Прямой маркетинг – страховые услуги,5960,not green
2372,27,2025-10-28,634.46,,"Отели, мотели, курорты",3555,not green
2373,1,2025-11-18,324.7,_Insurance_Rent-a-car_Store_47, Insurance Rent-a-car,3429,not green
2374,34,2025-10-21,481.56,_Major_Rent-a-car_Store_47, Major Rent-a-car,3430,not green
2375,4,2025-08-25,603.4,Сельскохозяйственные_кооперативы_Store_50,Сельскохозяйственные кооперативы,763,green
2376,24,2025-07-30,462.54,LOT_–_Polish_Airlines_Store_73,LOT – Polish Airlines,3182,not green
2377,21,2025-09-09,2300.83,Vagabond_Hotels_Store_5,Vagabond Hotels,3575,not green
2378,33,2025-06-12,347.32,"Отели,_мотели,_курорты_Store_78","Отели, мотели, курорты",3606,not green
2379,7,2025-07-19,101.25,Scandinavian_Airline_System_Store_20,Scandinavian Airline System,3016,not green
2380,1,2025-07-12,551.45,LAB_(Боливия)_Store_87,LAB (Боливия),3055,not green
2381,41,2025-11-13,301.43,"Отели,_мотели,_курорты_Store_58","Отели, мотели, курорты",3781,not green
2382,3,2025-08-21,105.36,Товары_недлительного_пользования_-_нигде_более_не_классифицированные_Store_48,Товары недлительного пользования - нигде более не классифицированные,5199,not green
2383,44,2025-11-20,783.98,Магазины_хрусталя_и_изделий_из_стекла_Store_48,Магазины хрусталя и изделий из стекла,5950,not green
2384,15,2025-07-05,10.94,"Клубы_–_загородные_клубы,_членство_(отдых,_спорт),_частные_поля_для_гольфа_Store_57",,7997,green
2385,31,2025-11-05,0.07398476028111797,Settle_Inn_Store_98,Settle Inn,3809,not green
2386,16,2025-11-05,37.74,"Услуги_по_консультированию,_управлению_и_связям_с_общественностью_Store_10","Услуги по консультированию, управлению и связям с общественностью",7392,not green
2387,10,2025-10-12,405.51,VLM_Airlines_Store_74,VLM Airlines,3131,not green
2388,29,2025-08-06,701.69,Dan_Hotels_Store_18,Dan Hotels,3629,not green
2389,6,2025-08-19,838.92,"Авиалинии,_авиакомпании_Store_68","Авиалинии, авиакомпании",3264,not green
2390,29,2025-06-07,905.49,Финансовые_учреждения_–_снятие_наличных_автоматически_Store_47,Финансовые учреждения – снятие наличных автоматически,6011,not green
2391,17,2025-11-27,140.52,"Отели,_мотели,_курорты_Store_51","Отели, мотели, курорты",3555,not green
2392,22,2025-06-14,487.73,"Пассажирские_перевозки_-_пригородные_и_местные_пригородные_рейсы,_включая_паромы_Store_41","Пассажирские перевозки - пригородные и местные пригородные рейсы, включая паромы",4111,green
2393,24,2025-08-12,200.12,Super8_Motels_Store_84,Super8 Motels,3709,not green
2394,17,2025-10-21,188.91,Sofitel_Hotels_Store_36,Sofitel Hotels,3641,not green
2395,21,2025-10-27,361.34,Электрические_части_и_оборудование_Store_32,Электрические части и оборудование,5065,not green
2396,50,2025-11-10,264.83,"Отели,_мотели,_курорты_Store_15","Отели, мотели, курорты",3782,not green
2397,11,2025-08-05,143.13,"Авиалинии,_авиакомпании_Store_4","Авиалинии, авиакомпании",3150,not green
2398,7,2025-08-30,556.64,Магазины_монет_и_марок (филателические_и_нумизматические)_Store_95,Магазины монет и марок (филателические и нумизматические),5972,not green
2399,42,2025-10-08,698.21,Residence_Inns_Store_24,Residence Inns,3703,not green
2400,39,2025-11-10,170.52,Royce_Hotels_Store_64,Royce Hotels,3704,not green
2401,5,2025-06-20,335.5,Westin_Hotels_Store_67,Westin Hotels,3513,not green
2402,44,2025-06-10,341.3,Oxford_Suites_Store_50,Oxford Suites,3819,not green
2403,48,2025-06-25,346.86,Austrian_Air_Service_Store_72,Austrian Air Service,3243,not green
2404,21,2025-06-25,381.19,"Авиалинии,_авиакомпании_Store_16","Авиалинии, авиакомпании",3205,not green
2405,18,2025-07-24,538.39,The_Atlantic_Store_34,The Atlantic,3805,not green
2406,35,2025-07-03,1297.04,Услуги_садоводства_и_ландшафтного_дизайна_Store_100,Услуги садоводства и ландшафтного дизайна,780,green
2407,20,2025-11-11,459.51,"Изоляция,_мозаика,_штукатурные_работы,_каменная_кладка,_облицовка_плиткой,_кафелем_Store_34","Изоляция, мозаика, штукатурные работы, каменная кладка, облицовка плиткой, кафелем",1740,not green
2408,15,2025-09-03,242.25,Curio_Hotels_Store_91,Curio Hotels,3832,not green
2409,5,2025-06-14,398.6,Агентства_по_аренде_автомобилей_Store_58,Агентства по аренде автомобилей,3382,not green
2410,13,2025-08-04,139.34,"Магазины_ткани,_ниток,_рукоделия,_шитья_Store_28","Магазины ткани, ниток, рукоделия, шитья",5949,not green
2411,12,2025-09-18,164.49,Магазины_хрусталя_и_изделий_из_стекла_Store_79,Магазины хрусталя и изделий из стекла,5950,not green
2412,21,2025-08-19,621.68,"Авиалинии,_авиакомпании_Store_37","Авиалинии, авиакомпании",3135,not green
2413,37,2025-07-24,17.64,Магазины_художественных_и_ремесляных изделий_Store_89,Магазины художественных и ремесляных изделий,5970,not green
2414,6,2025-10-03,324.81,Olympic_Airways_Store_63,Olympic Airways,3031,not green
2415,7,2025-11-27,1020.5,"Авиалинии,_авиакомпании_Store_26","Авиалинии, авиакомпании",3118,not green
2416,26,2025-10-09,604.25,_Avcar_Rent-a-car_Store_16, Avcar Rent-a-car,3423,not green
2417,42,2025-11-16,953.89,Садовые_принадлежности_(в_том_числе_для_ухода_за_газонами)_в_розницу_Store_18,Садовые принадлежности (в том числе для ухода за газонами) в розницу,5261,green
2418,48,2025-10-12,564.48,"Пополнение_небанковских_предоплаченных_карт,_счетов_Store_10","Пополнение небанковских предоплаченных карт, счетов",6540,not green
2419,8,2025-06-25,2957.41,"Бакалейные_магазины,_супермаркеты_Store_58","Бакалейные магазины, супермаркеты",5411,not green
2420,9,2025-10-19,117.81,Continental_Store_23,Continental,3061,not green
2421,27,2025-09-25,452.86,Canopy_Store_92,Canopy,3833,not green
2422,4,2025-10-14,835.01,"Авиалинии,_авиакомпании_Store_57","Авиалинии, авиакомпании",3115,not green
2423,21,2025-10-27,264.56,"Авиалинии,_авиакомпании_Store_12","Авиалинии, авиакомпании",3142,not green
2424,31,2025-06-25,1311.2,Товары_для_дома_Store_88,Товары для дома,5200,not green
2425,21,2025-08-18,738.46,Ломбарды_Store_41,Ломбарды,5933,not green
2426,40,2025-08-07,90.76,Автобусные_линии_Store_86,Автобусные линии,4131,green
2427,25,2025-11-20,579.48,Wizz_Air_Store_45,Wizz Air,3301,not green
2428,39,2025-06-12,741.11,"Пассажирские_перевозки_-_пригородные_и_местные_пригородные_рейсы,_включая_паромы_Store_91","Пассажирские перевозки - пригородные и местные пригородные рейсы, включая паромы",4111,green
2429,15,2025-07-02,0.6137237886337176,Госуслуги_Store_9,Госуслуги,9390,not green
2430,35,2025-10-06,337.17,"Авиалинии,_авиакомпании_Store_71","Авиалинии, авиакомпании",3208,not green
2431,49,2025-09-04,705.53,Grand_Sierra_Resort_Store_70,Grand Sierra Resort,3823,not green
2432,43,2025-08-31,521.99,Havasu_Airlines_Store_38,Havasu Airlines,3197,not green
2433,41,2025-10-19,229.93,Агентства_по_аренде_автомобилей_Store_39,Агентства по аренде автомобилей,3406,not green
2434,37,2025-07-01,284.52,Skyways_Store_21,Skyways,3226,not green
2435,42,2025-08-17,45.02,Гибридные_супермаркеты_Store_92,Гибридные супермаркеты,5412,not green
